dataset,video_num,question_w_q_morph,question,gloss,spoken
NIA-2020,1386.0,,True,여의도 목적 방법,여의도로 가려면 어떻게 가나요?
KETI-Daily,,,False,종이 이용 꽃 만들다,종이로 꽃을 만들다
KETI-Emergency,,,False,돕다 부탁,도와주세요!
NIA-2020,649.0,,True,손바닥찍다 가다 내리다,이 주소로 갈까요?
NIA-2020,207.0,,False,잠실대교 가다,잠실대교로 건너가주세요.
NIA-2020,369.0,,True,1호 갈아타다,1호선으로 갈아타세요?
NIA-2020,86.0,,True,여기 기차 되다,여기서 기차를  탈 수 있나요?
NIA-2020,694.0,,False,아파트 저기 곳,아파트 단지 안으로 가주세요.
KETI-Daily,,,False,감사 마음 전하다 위하다 편지 쓰다,고마운 마음을 담아 편지를 준비했다
NIA-2020,1679.0,,True,버스 곳 저기 다음 도착 차내리다,버스정류장 지나서 내려드릴까요?
KETI-Daily,,,False,지금 전화 해보다,가기전에 먼저 전화로 물어보자
NIA-2020,451.0,,False,신호등 다음 도착 차내리다,신호등 지나서 내려주세요.
NIA-2020,1642.0,,True,군청 곳 다음 내리다,주민센터 지나서 내려드릴까요?
KETI-Airport,,,True,발권,발권 카운터는 어디에 있나요?
KETI-Airport,,,True,빵  집  어디  곳,빵집이 어디에 있습니까
KETI-Daily,,,False,시작,시작
NIA-2020,574.0,,False,나사렛 내리다,나사렛대학교로 가주세요.
KETI-Daily,,,False,나 너 포기 불가능,난 너를 포기할 수 없어
NIA-2020,1233.0,,False,택시 전 저기 차내리다,택시정류장 못가서 내려주세요.
KETI-Airport,,,True,비행기  안  담배  라이터  가지다  가능,라이터를 기내에 가져갈 수 있나요?
KETI-Airport,,,True,비행기  안  강아지  가지다  가능,반려견를 기내에 데려갈 수 있나요?
NIA-2020,773.0,,False,시청 차내리다,시청으로 가주세요.
KETI-Emergency,,,False,아기 갑자기 머리 우산,우리아이가 갑자기 의식을 잃었어요.
KETI-Daily,,,False,몸 힘들다 마음 편하다,몸은 힘들지만 마음을 편하다
NIA-2020,501.0,,False,유리 내리다,창문 좀 열겠습니다.
NIA-2020,220.0,,True,사거리 우회전,사거리에서 우회전 해드릴까요?
KETI-Emergency,,,False,아기 숨 힘들다,아기가 숨을 안 쉬어요.
KETI-Daily,,,False,잊다,잊다
NIA-2020,1077.0,,False,단말기터치 사용 안되다 고장,카드 인식이 안되네요.
NIA-2020,1361.0,,True,서울대학교 곳 찾다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,1205.0,,False,버스 곳 전 보다 도착 내리다,버스정류장 못가서 내려주세요.
KETI-Airport,,,True,물  짐  맡기다  가능,액체를 위탁 수하물로 보낼 수 있나요?
NIA-2020,1002.0,,True,약 곳 무엇,약국은 어디에 있나요?
KETI-Daily,,,False,친구 동시에 일어나다,친구들이 동시에 일어났다
KETI-Daily,,,False,하늘 보다 마음 편하다,하늘을 보면 마음이 편하다
NIA-2020,1861.0,,False,우산 잃어버리다 실종,우산을 분실하였습니다.
NIA-2020,719.0,,False,나사렛 전 내리다,나사렛대학교 못가서 내려주세요.
NIA-2020,1114.0,,False,엘리베이터 고장 사용 불가능,엘리베이터가 안되네요.
KETI-Daily,,,False,슬프다,아 슬프다
NIA-2020,1187.0,,False,버스 전 저기 곳 저기,버스정류장 못가서 내려주세요.
KETI-Daily,,,False,힘들다,힘들다
KETI-Daily,,,False,되다,되다
NIA-2020,187.0,,False,괜찮다,괜찮아요.
NIA-2020,1780.0,,True,가방 없다 실종,가방을 분실하셨나요?
NIA-2020,922.0,,True,따뜻하다 켜다,히터 좀 켜드릴까요?
KETI-Daily,,,False,개 키우다,개를 키우다
KETI-Airport,,,True,빵  집  어디,빵집이 어디에 있습니까
KETI-Daily,,,False,사랑 사람 잊다 쉽다 어렵다,사랑했던 사람을 잊는건 어렵다
KETI-Airport,,,True,주차  1번  곳  어디,제1 주차장은 어디에 있습니까?
NIA-2020,1075.0,,False,공기청정기 안되다 고장,공기청정기가 안되네요.
NIA-2020,1639.0,,True,지하철 곳 다음 도착 차내리다,지하철역 지나서 내려드릴까요?
KETI-Daily,,,False,없다,없다
NIA-2020,133.0,,False,있다,있습니다.
NIA-2020,471.0,,False,지갑 잃어버리다 없다,지갑을 잃어버렸습니다.
NIA-2020,324.0,,False,지하철 곳 카페 있다,역사 안에 커피숍이 있습니다.
NIA-2020,1136.0,,True,자판기 잘 안되다 죽다,자판기가 안되나요?
KETI-Airport,,,True,호텔  항공  가깝다  곳  어디,공항 주변에 호텔은 어디있나요?
KETI-Daily,,,False,심심하다 무엇,심심할때 무엇을 하면 좋을까
NIA-2020,35.0,,False,만원,만원입니다.
NIA-2020,687.0,,False,샛길 가다,골목으로 들어가주세요.
NIA-2020,371.0,,True,도착 10분,10분 뒤에 도착하나요?
NIA-2020,630.0,,False,지름길 가다 차내리다,지름길로 가주세요.
NIA-2020,399.0,,False,도착 알려주다 가능,도착하면 알려드리겠습니다.
KETI-Daily,,,False,헤어지다 아니다 왜,왜 헤어지지 않는거야
KETI-Daily,,,False,열심히 공부,열심히 공부해
NIA-2020,219.0,,False,사거리 우회전,사거리에서 우회전 해주세요.
KETI-Daily,,,False,귀엽다,귀엽다
KETI-Daily,,,False,키 작다 힘 세다,키는 작아도 힘은 세다
NIA-2020,377.0,,True,도착 1시간 전,1시간 내로 도착하나요?
NIA-2020,1738.0,,True,언덕 저기 곳 다음 도착 내리다,언덕 지나서 내려드릴까요?
NIA-2020,1718.0,,True,육교 곳 다음 도착 차내리다,육교 지나서 내려드릴까요?
NIA-2020,1098.0,,False,에어컨 사용 불가능 고장,에어컨이 안되네요.
NIA-2020,1564.0,,False,보건소 곳 다음 차내리다,보건소 지나서 내려주세요.
NIA-2020,791.0,,True,지금 맞다,지금 내려드릴까요?
KETI-Daily,,,False,감사,감사
KETI-Daily,,,False,토요일 -때 쉬다 원하다,토요일에 쉬고 싶어
KETI-Daily,,,False,차 타다,자동차를 타다
NIA-2020,680.0,,True,나사렛 가다 내리다,나사렛대학교로 갈까요?
NIA-2020,589.0,,False,응급실 곳,응급실로 가주세요.
NIA-2020,1027.0,,True,의자 곳곳,의자는 어디에 있나요?
KETI-Daily,,,False,남편 술 마시다 때문에 고생,남편이 술을 마시기 때문에 힘들다
NIA-2020,455.0,,True,화장실 곳,화장실이 어디에 있나요?
KETI-Daily,,,False,요즘 날 따뜻하다 자다,요즘 날씨가 따뜻해서 졸려
NIA-2020,355.0,,False,감사합니다,감사합니다.
NIA-2020,586.0,,False,응급실 차내리다,응급실로 가주세요.
NIA-2020,841.0,,True,시청 차내리다 오케이,시청에서 내려드릴까요?
NIA-2020,376.0,,False,도착 1시간 전,1시간 내로 도착합니다.
NIA-2020,1078.0,,False,단말기터치 사용 불가능 고장,카드 인식이 안되네요.
KETI-Airport,,,True,비행기  안  물건  가지다  금지  무엇,기내반입금지 품목을 알려주세요.
NIA-2020,344.0,,True,여기 몇호,여기가 몇 호선인가요?
NIA-2020,1714.0,,True,육교 곳 다음 차내리다,육교 지나서 내려드릴까요?
KETI-Daily,,,False,눈 크다,눈이 크다
KETI-Airport,,,True,비행기  표  잃어버리다  방법,항공권을 잃어버렸습니다. 어떻게 하나요?
NIA-2020,1357.0,,True,서울대학교 찾다 가다 길 가다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,1827.0,,True,우회전 맞다,우회전 맞으시죠?
NIA-2020,312.0,,True,미리 카드,선승인하시겠습니까?
KETI-Daily,,,False,기다리다 지루하다,기다리다가 지쳤어
NIA-2020,452.0,,False,신호등 다음 도착 차내리다,신호등 지나서 내려주세요.
NIA-2020,196.0,X,True,알다,아시겠어요?
NIA-2020,1620.0,,True,신호등 다음 여기,신호등 지나서 내려드릴까요?
KETI-Airport,,,True,항공  짐  검사  두다  어디  곳,수하물보관소가 어디에 있습니까?
NIA-2020,1404.0,,True,영등포 길 찾다 방법 무엇,영등포로 가려면 어떻게 가나요?
NIA-2020,1618.0,,True,신호등 다음 도착 차내리다,신호등 지나서 내려드릴까요?
KETI-Daily,,,False,몸 아프다 회복 금방,회복이 빠르다
KETI-Daily,,,False,밖 춥다 나오다 하지마 집 계시다,밖은 추우니 나오지 말고 집에 있어
KETI-Airport,,,True,화장실  곳  어디,화장실은 어디에 있습니까?
KETI-Airport,,,True,항공  표  곳,항공사 카운터는 어디에 있습니까?
NIA-2020,1856.0,,False,좌회전 확인 맞다,좌회전이 맞습니다.
NIA-2020,519.0,,False,학교 저기 곳,학교로 들어가주세요.
NIA-2020,1637.0,,True,지하철 곳 다음 도착 내리다,지하철역 지나서 내려드릴까요?
NIA-2020,325.0,,True,지하철 곳 카페 있다,역사 안에 커피숍이 있나요?
NIA-2020,1455.0,,True,종로 곳 가다 곳 방법,종로로 가려면 어떻게 가나요?
NIA-2020,1799.0,,True,열쇠 잃어버리다 실종,열쇠를 잃어버리셨나요?
NIA-2020,1824.0,,True,카드 실종 잃어버리다,카드를 분실하셨나요?
KETI-Airport,,,True,항공  쉬다  서비스  곳,항공사 라운지는 어디에 있습니까?
NIA-2020,1167.0,,False,공항 버스 곳 전 보다 도착 차내리다,공항버스정류장 못가서 내려주세요.
KETI-Daily,,,False,싫다 무엇 야채,내가 싫어하는 음식은 야채다
KETI-Airport,,,True,소  돼지  키우다  검사  신고  곳  어디,축산관계자 신고는 어디서 하나요?
NIA-2020,315.0,,False,고속 지하철 9호 갈아타다,고속터미널에서 9호선으로 갈아타려고 합니다.
NIA-2020,202.0,,True,역무원 부르다,역무원을 불러드릴까요?
NIA-2020,1155.0,,True,카드 불량 사용 안되다,카드 인식이 안되나요?
NIA-2020,195.0,,False,모르다,모르겠습니다.
NIA-2020,1496.0,,False,병원 저기 다음 곳,병원 지나서 내려주세요.
NIA-2020,972.0,,True,에어컨 끄다,에어컨을 꺼드릴까요?
NIA-2020,1871.0,,False,가방 실종,가방을 잃어버렸습니다.
KETI-Emergency,,,False,불 상처,화상을 입었어요.
NIA-2020,1064.0,,False,자판기 고장 죽다,자판기가 안되네요.
KETI-Airport,,,True,약  어디  곳,약국은 어디에 있습니까?
NIA-2020,9.0,,False,운전 천천히,천천히 가주세요.
KETI-Daily,,,False,불행 만나다 아니다 다행,불행 중 다행이다
NIA-2020,510.0,,False,올리다,창문 좀 닫겠습니다.
NIA-2020,624.0,,False,지름길 차내리다 가다,지름길로 가주세요.
NIA-2020,1971.0,,False,노트북 없다 잃어버리다,노트북을 잃어버렸습니다.
KETI-Daily,,,False,먹다,먹다
NIA-2020,1102.0,,False,에어컨 불량 잘 안되다,에어컨이 안되네요.
NIA-2020,1899.0,,False,핸드폰 잃어버리다 실종,휴대폰을 잃어버렸습니다.
NIA-2020,1069.0,,False,공기청정기 고장 불량,공기청정기가 안되네요.
NIA-2020,292.0,,False,지하철 철로 물건 떨어지다,선로에 물건을 떨어뜨렸습니다.
NIA-2020,1943.0,,False,카드 되다,카드도 됩니다.
KETI-Emergency,,,False,몸 병 뜨겁다 머리 진통,몸에 열이 많이 나고 두통이 심해요.
KETI-Daily,,,False,움직이다,움직이다
NIA-2020,475.0,,False,안전벨트 꼿다,안전벨트를 매주세요.
NIA-2020,727.0,,False,나사렛 전 도착 차내리다,나사렛대학교 못가서 내려주세요.
KETI-Emergency,,,False,주변 폭탄,근처에서 폭탄이 터졌어요.
NIA-2020,420.0,,False,명동 도착,명동역으로 가주세요.
NIA-2020,1420.0,,True,영등포 길 찾다 길 가다 방법,영등포로 가려면 어떻게 가나요?
KETI-Airport,,,True,한국  항공  표  어디  곳,대한항공 카운터는 어디에 있습니까?
NIA-2020,1457.0,,True,종로 찾다 가다 길 방법,종로로 가려면 어떻게 가나요?
NIA-2020,704.0,,True,학교 안 곳,학교 안으로 들어갈까요?
NIA-2020,359.0,,False,여기 내리다 맞다,여기서 내리는 것이 맞습니다.
KETI-Airport,,,True,캐리어  무게  어디,캐리어 무게를 재는 곳은 어디인가요?
NIA-2020,1413.0,,True,영등포 곳 찾다 길 방법,영등포로 가려면 어떻게 가나요?
NIA-2020,717.0,,True,아파트 안 도착,아파트 단지 안으로 들어갈까요?
NIA-2020,1743.0,,True,은행 저기 곳 다음 내리다,은행 지나서 내려드릴까요?
NIA-2020,699.0,,False,저기 아파트 가다,아파트 단지 안으로 가주세요.
KETI-Airport,,,True,차  맡기다  어디  곳,주차대행한 차는 어디에서 찾습니까?
KETI-Daily,,,False,눈 -중 눈 사람 만들다 놀다,눈이 와서 눈사람을 만들다
NIA-2020,120.0,X,True,내리다,내릴까요?
NIA-2020,1182.0,,False,공항 버스 보다 전 곳 내리다,공항버스정류장 못가서 내려주세요.
KETI-Airport,,,True,한국  안  이륙  어디,국내선 출국장이 어디에 있습니까?
NIA-2020,1354.0,,True,서울대학교 목적 가다 길 무엇,서울대학교 방향으로 가려면 어떻게 가나요?
KETI-Daily,,,False,길 찾다 어렵다,길찾기가 어렵다
NIA-2020,150.0,,True,물건 없다,물건은 없으세요?
NIA-2020,1356.0,,True,서울대학교 가다 원하다 길 가다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,549.0,,True,좌회전 확인 맞다,좌회전 해드릴까요?
NIA-2020,217.0,,False,사거리 건너다 신호등  차내리다,사거리 지나 횡단보도 앞에서 세워주세요.
KETI-Daily,,,False,초밥 먹다 위하다 일본 가다,초밥을 먹기 위해 일본에 갔다
KETI-Airport,,,True,비행기  안  물건  가지다  안되다  무엇,기내반입금지 품목을 알려주세요.
KETI-Daily,,,False,포기 마음 크다 그렇지만 참다 필요,포기하고 싶은 마음이 크지만 참아야 한다
KETI-Daily,,,False,몸 아프다 원인 모두 귀찮다,몸이 아파서 다 귀찮다
KETI-Emergency,,,False,배 침몰,배가 침몰하고 있어요.
NIA-2020,1372.0,,True,송파 지하철 목적 무엇 방법,송파역으로 가려면 어떻게 가나요?
NIA-2020,1375.0,,True,송파 지하철 가다 원하다 길 가다 방법,송파역으로 가려면 어떻게 가나요?
NIA-2020,1739.0,,True,언덕 저기 곳 다음 도착 차내리다,언덕 지나서 내려드릴까요?
NIA-2020,1804.0,,True,우산 없다 실종,우산을 잃어버리셨나요?
KETI-Daily,,,False,헤어지다,헤어지다
KETI-Airport,,,True,택시  곳  어디,택시 승강장은 어디에 있습니까?
NIA-2020,1234.0,,False,택시 전 저기 곳,택시정류장 못가서 내려주세요.
KETI-Airport,,,True,아기  쉬다  어디,유아 휴게실은 어디에 있습니까?
NIA-2020,1449.0,,True,종로 목적 가다 방법 무엇,종로로 가려면 어떻게 가나요?
NIA-2020,1406.0,,True,영등포 길 곳 방법 무엇,영등포로 가려면 어떻게 가나요?
NIA-2020,283.0,,False,지하철 반대 건너다 가다,반대편 승차장으로 가려고 합니다.
NIA-2020,125.0,,False,도착,도착했습니다.
NIA-2020,330.0,,False,돈 남다 충분,잔액이 충분합니다.
KETI-Daily,,,False,남자 아기 1 가르치다 10 이해 가능,남자아이는 하나를 가르치면 열을 알았다
NIA-2020,157.0,,False,설명 어렵다,설명이 어렵습니다.
NIA-2020,1728.0,,True,보건소 곳 다음 도착 차내리다,보건소 지나서 내려드릴까요?
KETI-Airport,,,True,한국  안  다르다  나라  착륙  곳  어디,국제선 입국장이 어디에 있습니까?
NIA-2020,1894.0,,False,핸드폰 없다 잃어버리다,휴대폰을 잃어버렸습니다.
NIA-2020,64.0,,True,지하철 시간 딱,열차 배차 시간이 일정한가요?
NIA-2020,349.0,,False,핸드폰 잃어버리다 찾다,잃어버린 휴대폰을 찾습니다.
KETI-Airport,,,True,항공  짐  검사  두다  어디,수하물보관소가 어디에 있습니까?
NIA-2020,1693.0,,True,사거리 다음 차내리다,사거리 지나서 내려드릴까요?
NIA-2020,1033.0,,True,돈주다 얼마,얼마인가요?
KETI-Daily,,,False,#NAME?,#NAME?
KETI-Airport,,,True,서울  기차  장소  가다  방법,서울역까지 어떻게 가나요?
KETI-Daily,,,False,걷다 빠르다,걸음이 빠르다
KETI-Airport,,,True,캐리어  무게  곳,캐리어 무게를 재는 곳은 어디인가요?
NIA-2020,1748.0,,True,은행 저기 곳 다음 도착 내리다,은행 지나서 내려드릴까요?
KETI-Airport,,,True,가방  비행기  안  가지다  가능  개수  몇,기내 수하물은 몇 개까지 가능한가요?
NIA-2020,1264.0,,False,맥도날드 보다 다음 저기 곳 차내리다,맥도날드 지나서 내려주세요.
NIA-2020,210.0,X,True,빨리,빨리 가드릴까요?
NIA-2020,1163.0,,True,에어컨 고장 잘 안되다,에어컨이 안되나요?
KETI-Daily,,,False,집 버스 거리 1시간,집까지 버스를 타면 1시간이다
NIA-2020,525.0,,False,학교 문 가다,학교로 들어가주세요.
NIA-2020,1304.0,,False,이마트 다음 곳 도착 내리다,이마트 지나서 내려주세요.
KETI-Airport,,,True,자동  문열다  출입  싶다  신고  어디  곳,자동출입신고를 하려고 하는데 어디서 하나요?
NIA-2020,1484.0,,False,군청 곳 다음 차내리다,동사무소 지나서 내려주세요.
KETI-Daily,,,False,읽다 장소 오다 그렇지만 공부 못하다,도서관을 왔지만 공부하지 못했다
NIA-2020,857.0,,False,차 뒤 엉덩이 들어올리다,트렁크 좀 열어주세요.
KETI-Airport,,,True,화장실  곳,화장실은 어디에 있습니까?
NIA-2020,815.0,,True,버스 곳 차내리다 맞다,버스정류장에서 내려드릴까요?
NIA-2020,880.0,,True,서울농아인협회 내리다 오케이,서울농아인협회에서 내려드릴까요?
NIA-2020,437.0,,False,신호등 전 차내리다,신호등 못가서 내려주세요.
KETI-Daily,,,False,나 집 가다 때 택시 타다 괜찮다,저는 집에 갈때 택시를 타면 돼요
NIA-2020,1086.0,,False,단말기터치 고장 사용 안되다,카드 인식이 안되네요.
KETI-Airport,,,False,제일  가깝다  곳  찾다  드리다,가장 가까운 곳으로 검색해드리겠습니다.
KETI-Airport,,,True,차  맡기다  어디,주차대행한 차는 어디에서 찾습니까?
NIA-2020,14.0,,True,시간 급하다,많이 급하세요?
NIA-2020,97.0,,False,지하철오다 중,열차가 들어오고 있습니다.
NIA-2020,800.0,,True,지금 차내리다 맞다,지금 내려드릴까요?
KETI-Daily,,,False,일 편하다 생각 하지마,쉽게 일 할 생각하지 마라
KETI-Emergency,,,False,비행기 추락,비행기가 추락하고 있어요.
KETI-Daily,,,False,불행 기억 잊다 새롭다 시작,불행했던 기억은 잊고 다시 시작해봅시다
NIA-2020,242.0,,False,지하철 계단 곳 12,12번 출구입니다.
NIA-2020,639.0,,True,명동 곳,명동역으로 갈까요?
NIA-2020,500.0,,False,뒤 엉덩이 들어올리다,트렁크 좀 열어주세요.
NIA-2020,356.0,,False,미안합니다,죄송합니다.
NIA-2020,405.0,,True,가다 빨리 방법,가장 빠른 길은 무엇일까요?
NIA-2020,1269.0,,False,백화점 다음 곳 저기 내리다,백화점 지나서 내려주세요.
NIA-2020,993.0,,True,청음회관 차내리다 오케이,청음회관에서 내려드릴까요?
KETI-Daily,,,False,돈 잃어버리다 찾다 중에,돈을 잃어버려서 찾고 있어
NIA-2020,887.0,,True,서대문농아인복지관 차내리다,서대문농아인복지관에서 내려드릴까요?
NIA-2020,814.0,,True,버스 곳 내리다 맞다,버스정류장에서 내려드릴까요?
KETI-Daily,,,False,문제 쉽다,문제가 쉬웠어요
NIA-2020,1131.0,,True,자판기 사용 안되다,자판기가 안되나요?
NIA-2020,135.0,,False,짐 있다,짐이 있습니다.
NIA-2020,833.0,,True,시청 내리다,시청에서 내려드릴까요?
KETI-Daily,,,False,나 너 싫다,나는 네가 싫어
NIA-2020,1907.0,,True,유턴 맞다,유턴 맞으시죠?
NIA-2020,913.0,,False,난방 켜다,히터 좀 켜주세요.
KETI-Airport,,,True,표  직접  누르다  어디,셀프체크인은 어디서 가능한가요?
NIA-2020,107.0,,False,지하철 곳 명동 맞다,명동역이 맞습니다.
NIA-2020,1483.0,,False,군청 곳 다음 차내리다,동사무소 지나서 내려주세요.
NIA-2020,1511.0,,False,버스 곳 다음 여기,버스정류장 지나서 내려주세요.
NIA-2020,1145.0,,True,단말기터치 안되다 죽다,카드 인식이 안되나요?
KETI-Airport,,,True,커피  곳,커피숍은 어디에 있습니까?
KETI-Daily,,,False,문제 나다 나 말해 약속,문제가 생기면 나한테 말해
NIA-2020,1.0,,False,왼쪽,왼쪽입니다.
NIA-2020,1937.0,,False,돈,현금입니다.
NIA-2020,1445.0,,True,종로 찾다 가다 방법,종로로 가려면 어떻게 가나요?
NIA-2020,1190.0,,False,버스 전 곳 저기 내리다,버스정류장 못가서 내려주세요.
NIA-2020,1626.0,,True,터널 다음 도착 내리다,터널 지나서 내려드릴까요?
KETI-Daily,,,False,계획 보류 자연 미루다,계획이 보류되어 미루게 되었다
KETI-Daily,,,False,몸 움직이다 몸 마르다 가능,몸을 자주 움직여야 살이 빠진다
NIA-2020,147.0,,False,짐 없다,짐이 없습니다.
NIA-2020,1424.0,,True,이화여대 길 목적 방법 무엇,이화여대쪽으로 가려면 어떻게 가나요?
KETI-Daily,,,False,일 귀찮다,일하기 귀찮아
NIA-2020,1113.0,,False,엘리베이터 불량 사용 불가능,엘리베이터가 안되네요.
NIA-2020,1279.0,,False,백화점 곳 다음 보다 차내리다,백화점 지나서 내려주세요.
NIA-2020,1759.0,,True,경찰 저기 곳 다음 도착 차내리다,경찰서 지나서 내려드릴까요?
KETI-Daily,,,False,중요,중요
KETI-Emergency,,,False,독 버섯 먹다 같다,독버섯을 먹은 것 같아요.
NIA-2020,136.0,,True,짐 있다,짐이 있으세요?
KETI-Daily,,,False,선생님 집 장소 데려가다,선생님이 집에 데려다 주셨다
KETI-Daily,,,False,만나다,만나다
KETI-Daily,,,False,너 -보다 나 더 예쁘다,내가 너보다 이뻐
NIA-2020,285.0,,False,아이 실종 찾다 도움받다,아이를 잃어버렸습니다. 도와주세요.
KETI-Airport,,,True,일본  먹다  곳  어디,일식집이 어디에 있습니까?
NIA-2020,881.0,,True,서울농아인협회 내리다 오케이,서울농아인협회에서 내려드릴까요?
KETI-Daily,,,False,너 -보다 여자 더 마르다,너보다 그 여자가 더 말랐어
KETI-Emergency,,,False,고속도로 자동차 갑자기 멈추다,고속도로에서 자동차가 갑자기 멈췄어요.
KETI-Daily,,,False,날 춥다 따뜻하다 입다 가다,날이 추우니 따뜻하게 입고 가
NIA-2020,443.0,,False,신호등 전 저기,신호등 못가서 내려주세요.
KETI-Daily,,,False,아빠 아들 데려가다 박물관 가다,아빠는 아들을 박물관에 데리고 갔다
KETI-Daily,,,False,불행 일 만나다,불행한 일을 당하다
NIA-2020,422.0,,False,명동 곳,명동역으로 가주세요.
KETI-Daily,,,False,배고프다 힘 없다,배고파서 힘이 없다
NIA-2020,984.0,,True,청음회관 내리다,청음회관에서 내려드릴까요?
NIA-2020,1467.0,,False,터널 다음 도착 내리다,터널 지나서 내려주세요.
NIA-2020,552.0,,True,좌회전 맞다,좌회전 해드릴까요?
NIA-2020,1088.0,,False,카드 사용 불가능 고장,카드 인식이 안되네요.
NIA-2020,298.0,,False,잠깐 기다리다,잠깐 기다려주세요.
NIA-2020,1989.0,,False,접근 도착,다와갑니다.
NIA-2020,1044.0,,True,안내소 뼈곳,안내소는 어디에 있나요?
NIA-2020,1009.0,,True,은행 곳 길,은행은 어디에 있나요?
NIA-2020,665.0,,True,지름길 도착 가다,지름길로 갈까요?
NIA-2020,1334.0,,True,3 목적 길 방법,3번 출구로 나가려면 어떻게 가나요?
NIA-2020,820.0,,True,버스 곳 차내리다 맞다,버스정류장에서 내려드릴까요?
NIA-2020,1518.0,,False,버스 곳 저기 다음 도착 내리다,버스정류장 지나서 내려주세요.
NIA-2020,74.0,X,True,9호,9호선인가요?
NIA-2020,1321.0,,False,파리바게트 다음 저기 곳 차내리다,파리바게트 지나서 내려주세요.
NIA-2020,1794.0,,True,열쇠 없다 잃어버리다,열쇠를 잃어버리셨나요?
NIA-2020,335.0,,True,분당 첫차 시간,분당선 첫차는 몇 시인가요?
NIA-2020,1625.0,,True,터널 다음 곳,터널 지나서 내려드릴까요?
NIA-2020,99.0,,False,4사람,모두 4명입니다.
NIA-2020,750.0,,False,버스 곳 맞다,버스정류장에서 내려주세요.
NIA-2020,109.0,,False,가능,가능합니다.
KETI-Daily,,,False,버스 오다 기다리다 되다,버스가 오기를 기다려야 한다
NIA-2020,748.0,,False,기차 곳 차내리다 맞다,기차역에서 내려주세요.
KETI-Daily,,,False,매일 아침 운동 계획 만들다,매일 아침 운동하기로 계획하였다
NIA-2020,1502.0,,False,샛길 다음 내리다,골목 지나서 내려주세요.
NIA-2020,1855.0,,False,좌회전 확인 맞다,좌회전이 맞습니다.
NIA-2020,1436.0,,True,이화여대 길 목적 길 방법,이화여대쪽으로 가려면 어떻게 가나요?
NIA-2020,88.0,,True,택시 여기 되다,여기서 택시를 탈 수 있나요?
KETI-Airport,,,True,빵  집  곳  어디,빵집이 어디에 있습니까
NIA-2020,1398.0,,True,여의도 곳 방법,여의도로 가려면 어떻게 가나요?
KETI-Daily,,,False,잊다 미안,잊어서 미안해
KETI-Airport,,,True,비행기  안  스케이트  가지다  가능,스케이트를 기내에 가져갈 수 있나요?
NIA-2020,1281.0,,False,백화점 다음 곳 보다 차내리다,백화점 지나서 내려주세요.
KETI-Emergency,,,False,집 전기 그치다,집에 전기가 나갔어요.
KETI-Airport,,,True,약  곳,약국은 어디에 있습니까?
NIA-2020,553.0,,True,좌회전 맞다,좌회전 해드릴까요?
KETI-Daily,,,False,찾다,찾다
NIA-2020,230.0,,True,좌회전 차내리다,좌회전해서 내려드릴까요?
NIA-2020,1067.0,,False,공기청정기 사용 안되다 죽다,공기청정기가 안되네요.
NIA-2020,1841.0,,True,좌회전 맞다,좌회전 맞으시죠?
NIA-2020,1390.0,,True,여의도 곳 무엇,여의도로 가려면 어떻게 가나요?
KETI-Daily,,,False,애인 무엇 궁금하다,애인이 뭐하는지 궁금하다
NIA-2020,1763.0,,True,편지 저기 곳 다음 내리다,우체국 지나서 내려드릴까요?
KETI-Airport,,,True,항공  짐  맡기다  곳,수하물보관소가 어디에 있습니까?
NIA-2020,425.0,,False,여기 맞다,여기서 내려주세요.
NIA-2020,1028.0,,True,의자 무엇 곳,의자는 어디에 있나요?
NIA-2020,1887.0,,False,지갑 잃어버리다 실종,지갑을 잃어버렸습니다.
NIA-2020,954.0,,False,청음회관 가다,청음회관으로 가주세요.
NIA-2020,967.0,,False,천안아산역 차내리다,천안아산역으로 가주세요.
NIA-2020,1978.0,,False,화나다,화났습니다.
KETI-Daily,,,False,처음 가다 먹다 괜찮다,처음 가본 그 집 음식맛이 괜찮았다
NIA-2020,852.0,,True,나사렛 차내리다 오케이,나사렛대학교에서 내려드릴까요?
NIA-2020,1303.0,,False,이마트 다음 곳 차내리다,이마트 지나서 내려주세요.
KETI-Daily,,,False,이제 쉬다,이제 쉬자
KETI-Airport,,,True,아기  모유  어디,유아 수유실은 어디에 있습니까?
NIA-2020,1121.0,,True,물품보관 사용 안되다,물품보관함이 안되나요?
NIA-2020,1578.0,,False,언덕 저기 곳 다음 도착 내리다,언덕 지나서 내려주세요.
NIA-2020,83.0,,False,여기 1호 되다,여기서 1호선을 탈 수 있습니다.
NIA-2020,638.0,,True,명동 목적,명동역으로 갈까요?
KETI-Airport,,,True,지방  버스  곳  어디,시외버스 승강장은 어디에 있습니까?
NIA-2020,1631.0,,True,지하철 곳 다음 내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1680.0,,True,버스 곳 저기 다음 도착 차내리다,버스정류장 지나서 내려드릴까요?
KETI-Daily,,,False,생각 무엇,무슨 생각해
NIA-2020,936.0,,False,서울농아인협회 내리다,서울농아인협회로 가주세요.
NIA-2020,1719.0,,True,육교 곳 다음 도착 차내리다,육교 지나서 내려드릴까요?
NIA-2020,18.0,,True,약속 늦다,약속시간에 늦으셨나요?
